"location","sim_type","period","date","variable","var_type","value"
"Indiana","linear_increase_sd","Past",2020-05-22,"daily_cases","lower_95",258
"Indiana","linear_increase_sd","Past",2020-05-22,"daily_deaths","lower_95",22
"Indiana","linear_increase_sd","Past",2020-05-22,"daily_hosps","lower_95",40
"Indiana","linear_increase_sd","Past",2020-05-23,"daily_all_infections","lower_95",679
"Indiana","linear_increase_sd","Past",2020-05-23,"daily_cases","lower_95",315
"Indiana","linear_increase_sd","Past",2020-05-23,"daily_deaths","lower_95",19
"Indiana","linear_increase_sd","Past",2020-05-23,"daily_hosps","lower_95",36
"Indiana","linear_increase_sd","Past",2020-05-24,"daily_all_infections","lower_95",983
"Indiana","linear_increase_sd","Past",2020-05-24,"daily_cases","lower_95",295
"Indiana","linear_increase_sd","Past",2020-05-24,"daily_deaths","lower_95",18
"Indiana","linear_increase_sd","Past",2020-05-24,"daily_hosps","lower_95",36
"Indiana","linear_increase_sd","Past",2020-05-25,"daily_all_infections","lower_95",1000
"Indiana","linear_increase_sd","Past",2020-05-25,"daily_cases","lower_95",290
"Indiana","linear_increase_sd","Past",2020-05-25,"daily_deaths","lower_95",19
"Indiana","linear_increase_sd","Past",2020-05-25,"daily_hosps","lower_95",35
"Indiana","linear_increase_sd","Past",2020-05-26,"daily_all_infections","lower_95",699
"Indiana","linear_increase_sd","Past",2020-05-26,"daily_cases","lower_95",291
"Indiana","linear_increase_sd","Past",2020-05-26,"daily_deaths","lower_95",20
"Indiana","linear_increase_sd","Past",2020-05-26,"daily_hosps","lower_95",35
"Indiana","linear_increase_sd","Past",2020-05-27,"daily_all_infections","lower_95",804
"Indiana","linear_increase_sd","Past",2020-05-27,"daily_cases","lower_95",299
"Indiana","linear_increase_sd","Past",2020-05-27,"daily_deaths","lower_95",17
"Indiana","linear_increase_sd","Past",2020-05-27,"daily_hosps","lower_95",35
"Indiana","linear_increase_sd","Past",2020-05-28,"daily_all_infections","lower_95",897
"Indiana","linear_increase_sd","Past",2020-05-28,"daily_cases","lower_95",279
"Indiana","linear_increase_sd","Past",2020-05-28,"daily_deaths","lower_95",22
"Indiana","linear_increase_sd","Past",2020-05-28,"daily_hosps","lower_95",33
"Indiana","linear_increase_sd","Past",2020-05-29,"daily_all_infections","lower_95",1227
"Indiana","linear_increase_sd","Past",2020-05-29,"daily_cases","lower_95",280
"Indiana","linear_increase_sd","Past",2020-05-29,"daily_deaths","lower_95",13
"Indiana","linear_increase_sd","Past",2020-05-29,"daily_hosps","lower_95",34
"Indiana","linear_increase_sd","Past",2020-05-30,"daily_all_infections","lower_95",717
"Indiana","linear_increase_sd","Past",2020-05-30,"daily_cases","lower_95",294
"Indiana","linear_increase_sd","Past",2020-05-30,"daily_deaths","lower_95",15
"Indiana","linear_increase_sd","Past",2020-05-30,"daily_hosps","lower_95",34
